Finished,-6568.2706917118,10
Finished,2449.166591679,22
Finished,2546.9337479268,32
Finished,5611.6499610947,42
Finished,1182.0738709318,52
Finished,2644.4833551791,2
Finished,1492.6855237958,12
Finished,5187.2008516862,24
Finished,6692.5632975801,34
Finished,9026.6706274927,46
Finished,-3337.1213729187,55
Finished,-4907.4742953654,6
Finished,9901.5168535236,18
Finished,-4676.3022763323,28
Finished,-3319.7815863201,40
Finished,-6471.5466190308,54
Finished,4292.6768664338,7
Finished,9359.3929584282,16
Finished,7041.3730689258,28
Finished,13830.5625576833,40
Finished,4287.7095648373,50
Finished,2937.6624276543,3
Finished,-6402.5961055153,14
Finished,6071.7639017016,25
Finished,27136.0841671977,36
Finished,6565.5083932264,46
Finished,5516.8954153099,57
Finished,675.4990992471,10
Finished,9176.6783791395,20
Finished,-7114.3822671473,31
Finished,6466.5163155593,46
Finished,24221.1433710265,56
Finished,288.0245395259,6
Finished,5041.6483199179,18
Finished,3155.2371443472,30
Finished,-6195.8396247798,42
Finished,2599.7909522938,53
Finished,940.491175277,6
Finished,8487.076451898,19
Finished,4432.955145109,29
Finished,2583.536592166,40
Finished,13850.5841686153,52
Finished,23426.4354349658,4
Finished,-6746.9949135777,14
Finished,-6618.5626158154,27
Finished,2524.274204682,39
Finished,16065.1667391847,52
Finished,1570.8648786177,6
Finished,-5403.7863834291,18
Finished,-3623.0137037192,31
Finished,-871.0613094644,42
Finished,2630.0562078585,54
Finished,2679.1573103098,6
Finished,5110.8193503143,17
Finished,-6336.3381230612,28
Finished,5445.9793816111,39
Finished,3356.67057257,52
Finished,-5347.5987407864,3
Finished,21669.5835319824,13
Finished,1511.6827739461,25
Finished,-2031.9446575341,37
Finished,2294.7297635412,47
Finished,3881.455833399,58
Finished,1401.3653753448,7
Finished,9567.7434099448,20
Finished,-6425.2450483744,31
Finished,1596.3908028954,42
Finished,3857.5176229447,52
Finished,1709.8887580342,2
Finished,3843.4733080073,15
Finished,3656.5202476592,26
Finished,5428.914388201,37
Finished,2294.7945620508,46
Finished,9678.3950934664,56
Finished,-2843.1589844011,6
Finished,5335.7163030385,19
Finished,3718.5555130779,32
Finished,5976.0218143008,44
Finished,11926.0543561349,55
Finished,12371.9724989901,7
Finished,4708.0874825439,17
Finished,4212.941389312,27
Finished,2404.0260069688,39
Finished,-3771.02681133,49
Finished,-2527.7291404178,59
Finished,4477.9164994245,11
Finished,5649.844404561,22
Finished,6194.5648296256,33
Finished,47321.3237099715,45
Finished,-1445.9136037832,57
Finished,5410.7258609921,9
Finished,4674.1700345374,21
Finished,25359.0505462739,34
Finished,6365.9901903259,44
Finished,-6317.1103333661,55
Finished,-6426.3258414815,6
Finished,23384.7091442316,17
Finished,-3576.8210248706,31
Finished,7318.7875338997,42
Finished,-2952.926292188,54
Finished,-6399.4499443709,10
Finished,-131.891785726,20
Finished,-1021.0667852409,30
Finished,3406.1453854337,40
Finished,-5383.2885635898,50
Finished,-2601.7687807219,0
Finished,5198.4429623671,11
Finished,-2072.4717326158,21
Finished,1745.0533954202,32
Finished,-6162.2239524439,42
Finished,-3828.8715092814,53
Finished,8625.1678282518,4
Finished,-7294.5572537196,13
Finished,3249.1524073538,25
Finished,-4331.0428352027,34
Finished,58653.2414107248,45
Finished,-6539.6929720586,56
Finished,3765.0299009737,9
Finished,6744.7526179478,19
Finished,6826.3887744644,29
Finished,5797.5986352508,39
Finished,4803.8697687606,50
Finished,1794.1345848638,59
Finished,18218.0102562207,13
Finished,11132.8558989406,25
Finished,10750.975443361,36
Finished,-6269.311425031,47
Finished,5779.6901005275,58
Finished,4547.8043773302,8
Finished,-6973.6059800401,18
Finished,-6579.1306080755,29
Finished,-1586.6511546153,43
Finished,3279.8838069286,54
Finished,6943.5883892027,7
Finished,29736.3819172903,20
Finished,-2825.9291740067,31
Finished,4298.6149953875,42
Finished,11469.1756838396,54
Finished,5293.2775321007,4
Finished,705.0769086624,14
Finished,10913.1447633757,25
Finished,-4465.5004772182,36
Finished,5387.5385365899,46
Finished,-6249.7675718533,56
Finished,11417.5790429985,9
Finished,7651.6063734534,19
Finished,5337.1072555303,29
Finished,7697.4512278708,41
Finished,19834.6950767915,52
Finished,386.0846046149,2
Finished,11380.5377575367,14
Finished,6103.9503349831,24
Finished,-5439.5637923225,33
Finished,419.0919736558,46
Finished,3502.9126400172,58
Finished,2437.8331465039,7
Finished,6233.6615013197,20
Finished,10430.0098953264,29
Finished,14451.3968487525,40
Finished,4111.3057408086,54
Finished,-5735.6257642559,1
Finished,6830.4769964539,15
Finished,12280.7480263672,27
Finished,-6384.7872079378,39
Finished,-6473.7347027006,50
Finished,-2523.4066055967,1
Finished,3047.949111178,14
Finished,7283.9622023541,23
Finished,5629.640306469,37
Finished,6712.9803391898,48
Finished,-3509.9719377564,59
Finished,-7467.1247891716,15
Finished,11567.345277291,27
Finished,8532.9479224578,38
Finished,7193.4861464754,49
Finished,6214.6712547349,58
Finished,-4996.8960881038,10
Finished,-2553.7968752798,25
Finished,9129.2740146153,35
Finished,5983.4766286297,46
Finished,12824.4357337852,57
Finished,8781.3055342322,7
Finished,4847.3940287126,17
Finished,9298.3752956223,29
Finished,-6217.3728308458,38
Finished,-6594.1295889664,49
Finished,-6584.4067331639,59
Finished,5796.0527797307,13
Finished,5189.986498481,25
Finished,7386.1138952896,37
Finished,-5190.373960905,46
Finished,-6800.8973170619,56
Finished,1550.7386972328,6
Finished,3065.7645659222,18
Finished,-1780.6604847151,31
Finished,-7307.6701146348,39
Finished,5402.7485107552,52
Finished,6721.7305360079,3
Finished,3739.8418787482,14
Finished,-6281.8164265097,26
Finished,-6399.2860484042785,10
Finished,-6075.5714578303796,20
Finished,-3840.8132395864941,30
