0,3599.9999195337296,-438.903933529261,2.0396813461256786,0.0022122661563411363,5.9053140646372653e-05
0,3599.9999195337296,-616.96810882927741,0.99241197236288237,0.0057466736018273786,0.00021563308586893733
0,3599.9999195337296,-879.4100371781451,-4.2679390596790556,0.013262532993651533,0.00070933934036090072
0,3599.9999195337296,-2254.7765506676483,-98.609918861490328,0.058484757267153041,0.0080201461875339941
0,3599.9999195337296,-2766.9796216204868,-169.89242730151821,0.079032934168159402,0.013299954327318201
0,3599.9999195337296,-3142.4111970831536,-218.30283389669754,0.08841932736898464,0.01689842791705104
0,3599.9999195337296,-3635.9347283516868,-272.98239437670105,0.094943554645993439,0.020995085561456264
0,3599.9999195337296,-4101.8910870539257,-355.76355683535678,0.10849439738814892,0.027066543961871203
0,3599.9999195337296,-4710.2111500961664,-408.52412622376829,0.10849439738814892,0.031080575875392012
0,3599.9999195337296,-5176.1794002475399,-536.19000747989764,0.12810045517649121,0.040327505754920515
0,3599.9999195337296,-5838.5409099847802,-770.79692312163229,0.16116893881640107,0.057230434466502486
0,3599.9999195337296,-6349.6631445463145,-904.53525848566073,0.17330647122479487,0.066927843934938211
0,3599.9999195337296,-6909.5008311208821,-1047.5939668256115,0.1839634609159449,0.077307141237210164
0,3599.9999195337296,-7296.7217380517905,-1161.1912877335053,0.19273191644108084,0.085529910092586245
0,3599.9999195337296,-7897.505333303825,-1177.0161234189416,0.18098154677503456,0.08692822553785419
0,3599.9999195337296,-8247.3583227967956,-1272.3848539765002,0.18707803220107444,0.09383702874653381
0,3599.9999195337296,-8753.8847341540495,-1368.4046180019352,0.18945295842617171,0.10086460827837704
0,3599.9999195337296,-9270.6751100542624,-1494.1268794166795,0.19509102686974447,0.10999811609319343
0,3599.9999195337296,-9836.5670770826964,-1653.3645116071434,0.20313584451360378,0.1215253030592682
0,3599.9999195337296,-10277.163512635234,-1767.2531360162998,0.20764762615077625,0.12978943495589659
0,3599.9999195337296,-10712.415530769198,-1885.8525545994269,0.21239831333399062,0.13838135504143223
0,3599.9999195337296,-11109.588509592666,-1955.7723289566416,0.21239831333399062,0.14351197519312153
0,3599.9999195337296,-11458.578365978039,-2067.8012165019645,0.21753371305188507,0.15159902804574235
0,3599.9999195337296,-11851.614470179218,-2184.7662516669388,0.22205194853815446,0.16005572350390326
0,3599.9999195337296,-12242.011099569419,-2303.9494531059613,0.22656016488560557,0.16868350637125179
0,3599.9999195337296,-12516.442012044661,-2409.686032972013,0.23158654915705879,0.17629115455183014
0,3599.9999195337296,-12713.639337879029,-2480.2203250711736,0.23456624836344386,0.18137261220959214
0,3599.9999195337296,-12950.482171311633,-2546.6194226647608,0.23638004391865453,0.18618000872073723
0,3599.9999195337296,-13140.703821319232,-2607.1767585814832,0.23844298269949463,0.19056891065310466
0,3599.9999195337296,-13336.404895314086,-2646.0047619127081,0.23844298269949463,0.1934070037257403
0,3599.9999195337296,-13495.437010129839,-2716.8450887600984,0.24182898190716298,0.19849253523358254
0,3599.9999195337296,-13574.758959542118,-2751.8435020907491,0.24345946684658051,0.20100537560771367
0,3599.9999195337296,-13632.808664945349,-2765.5559389775258,0.24362538481505217,0.2020025055935771
0,3599.9999195337296,-13638.892752640475,-2771.16954344544,0.24394740463410275,0.20235421889489058
0,3599.9999195337296,-13637.686560682623,-2770.3232016964366,0.24389612369418109,0.20229378941281362
0,3599.9999195337296,-13638.978356136855,-2770.3558514772808,0.24387652953608147,0.2022966977378205
0,3599.9999195337296,-13638.141905591916,-2770.2540051951451,0.24388233354714348,0.20228910545510284
0,3599.9999195337296,-13635.190561761176,-2769.3195495754439,0.24385375994072933,0.20222163399733345
0,3599.9999195337296,-13631.13907387166,-2768.496688716516,0.24385375994072933,0.20216154693823243
0,3599.9999195337296,-13626.047521485907,-2766.3637538491921,0.24375116087541127,0.20200940128263931
0,3599.9999195337296,-13619.865613619606,-2765.1481830107696,0.24375453246964768,0.20192054597521647
0,3599.9999195337296,-13617.134485815215,-2764.313724635258,0.24373061873707719,0.20186025019101253
0,3599.9999195337296,-13615.621074689343,-2763.6309566804175,0.24369853886919562,0.20181124947174153
0,3599.9999195337296,-13607.964423650563,-2761.5450362330203,0.24365308439655134,0.20166014178243624
0,3599.9999195337296,-13603.887667273402,-2760.0098205929285,0.24365308439655134,0.20159100740774472
0,3599.9999195337296,-7013.6059956427925,-1058.6166721427467,0.18323749596401728,0.078166003001427925
0,3599.9999195337296,-6739.0261668092817,-1012.5088759245185,0.18243265741827303,0.074775946497740817
0,3599.9999195337296,-6144.6385336880103,-872.1554099651762,0.17276995239744292,0.064569399213216971
0,3599.9999195337296,-5889.0593395406049,-835.76296379913526,0.17276995239744292,0.061880070921924379
0,3599.9999195337296,-5482.2532246334677,-700.79107702643205,0.15638267275966361,0.052141603393939674
0,3599.9999195337296,-5121.3747621723469,-565.21086515012576,0.13606745090307998,0.042381611345026528
0,3599.9999195337296,-4761.7005602244008,-519.58044531149619,0.1346175546691562,0.038985260220770347
0,3599.9999195337296,-4418.7621264061299,-448.59154811270088,0.12578139905312619,0.033802879932166373
0,3599.9999195337296,-4004.6274118699557,-353.29337772517636,0.11031209927722527,0.026867445507740464
0,3599.9999195337296,-3744.4281284073818,-303.23314560240237,0.10189249489140209,0.023204317906577652
0,3599.9999195337296,-3496.3181015445384,-275.57722047917224,0.099376385841404888,0.021131739497683683
0,3599.9999195337296,-3184.7829186154381,-231.71661666150746,0.09232572147648016,0.017883135074453646
0,3599.9999195337296,-2909.4156350014418,-195.5449479164395,0.085874624101830083,0.015195385726739792
0,3599.9999195337296,-2728.5274709293526,-168.17637318238317,0.079392813839396614,0.013174867876227569
0,3599.9999195337296,-2472.8023583629033,-113.67943665661011,0.061172987349074989,0.0091999578853598999
0,3599.9999195337296,-2334.8065893209027,-98.315630238621324,0.056679536258945083,0.0080484813505428635
0,3599.9999195337296,-2182.5244500337294,-83.495946016929281,0.052199032311092172,0.0069288045863690898
0,3599.9999195337296,-2022.1612744724746,-70.088652878230249,0.048016022023940563,0.005905255733002066
0,3599.9999195337296,-1900.3488428421372,-64.412855973901003,0.047141796084797495,0.0054485658204032825
0,3599.9999195337296,-1738.0203982144001,-50.706716485709435,0.041651528200749091,0.0044027959220988124
0,3599.9999195337296,-1669.6535792992483,-48.712115670136733,0.041651528200749091,0.0042296074187672386
0,3599.9999195337296,-1606.3280665771942,-42.582324853276148,0.038550797371700751,0.0037662605297491586
0,3599.9999195337296,-1545.3700527171752,-39.093733086389456,0.0371413521676731,0.0034908641524569804
0,3599.9999195337296,-1519.6883935880849,-37.270570394944386,0.036225020237901938,0.0033481079763509071
0,3599.9999195337296,-1519.0621533842332,-37.032132157929922,0.036054209539065872,0.0033309475499843761
0,3599.9999195337296,-1530.4565690161241,-37.926573343561095,0.03652287066351978,0.0033995559035825671
0,3599.9999195337296,-1548.6790964783568,-38.378149715143934,0.03652287066351978,0.0034400330409718712
0,3599.9999195337296,-1580.2543609860595,-39.841809614677018,0.037024253844895494,0.003558357549368384
0,3599.9999195337296,-1626.0674766693,-43.571218439761836,0.038873835690554782,0.0038444327201653848
0,3599.9999195337296,-1693.098586495295,-48.004512612807616,0.040685533551953257,0.0041894650293589804
0,3599.9999195337296,-1756.87653937971,-50.336914562498649,0.041032514432957003,0.0043843546924826364
0,3599.9999195337296,-1855.4973313556866,-56.083399191259119,0.042863486525849169,0.0048370896269608341
0,3599.9999195337296,-1926.20490962449,-61.745826395403917,0.044992206279055577,0.0052707944790746667
0,3599.9999195337296,-2021.1651077603842,-69.095357911454428,0.047464077689351555,0.0058344999966298957
0,3599.9999195337296,-2154.3527404226038,-82.615551299154177,0.052305390688695219,0.0068533051457709609
0,3599.9999195337296,-2242.0307841609842,-91.499271185116257,0.055169831059822275,0.0075228089221511174
0,3599.9999195337296,-2375.1767740625287,-104.01223392589499,0.058636527202713028,0.0084703427497514437
0,3599.9999195337296,-2514.0328528275309,-118.28781353214471,0.062427947925092153,0.0095452391448148689
