{'dry_sand': 1, 'wet_sand': 2, 'garbel': 3}	
1	3599.99991953	-633.735919116	-1.84215098812	0.00488986278943	0.000188465761739	
1	3599.99991953	-816.352129401	-11.7712285933	0.0182807346103	0.000907608683017	
1	3599.99991953	-1493.3375963	-40.3855234749	0.0329650477152	0.00299391300017	
1	3599.99991953	-1944.55283725	-58.1700281809	0.0363022758663	0.0042931961128	
1	3599.99991953	-2355.52623213	-92.6164739787	0.0472411747772	0.00676761681052	
1	3599.99991953	-3230.28875986	-233.964680244	0.0857529825944	0.0168468111292	
1	3599.99991953	-3607.90739758	-261.314997939	0.0857529825944	0.0188161923027	
1	3599.99991953	-4129.34868207	-357.530287546	0.102216738624	0.0256702857309	
1	3599.99991953	-4768.11701086	-469.306023228	0.115991095748	0.0336355800321	
1	3599.99991953	-5375.75723423	-602.652072676	0.131902737226	0.043124177176	
1	3599.99991953	-5980.47396815	-769.246838726	0.151119169958	0.0549645313584	
1	3599.99991953	-6843.45671263	-1045.7859125	0.179254916346	0.0746060360598	
1	3599.99991953	-7294.71677058	-1114.67887344	0.179254916346	0.0795257580683	
1	3599.99991953	-7739.75380153	-1129.84061727	0.171313521218	0.0806393643108	
1	3599.99991953	-8282.60343278	-1258.5028176	0.178253428022	0.0897910533225	
1	3599.99991953	-8678.21091103	-1389.19350998	0.187713405096	0.0990726537696	
1	3599.99991953	-9269.50387937	-1525.7462363	0.192971052059	0.108786990545	
1	3599.99991953	-9712.36655353	-1636.28308802	0.197479116643	0.116647261703	
1	3599.99991953	-10278.3631006	-1790.11808595	0.20409588466	0.12758090824	
1	3599.99991953	-10700.1942896	-1900.6539522	0.208125364882	0.135439131958	
1	3599.99991953	-11059.2326116	-2018.08736077	0.21376888747	0.14377950223	
1	3599.99991953	-11517.2721458	-2135.16722925	0.217151826395	0.152103988172	
1	3599.99991953	-11924.2639515	-2253.50871541	0.221323988008	0.160508616678	
1	3599.99991953	-12183.3140857	-2333.13409872	0.224251909726	0.166165123439	
1	3599.99991953	-12526.1769149	-2445.96120391	0.228631747844	0.174178024904	
1	3599.99991953	-12826.9947642	-2533.21842377	0.231217635113	0.180378244646	
1	3599.99991953	-13045.9595823	-2595.82508517	0.232943974705	0.184827161613	
1	3599.99991953	-13220.6078086	-2630.57578664	0.232943974705	0.18730147067	
1	3599.99991953	-13408.2754015	-2694.7640099	0.235263890456	0.191850490012	
1	3599.99991953	-13561.4977937	-2755.28965806	0.237813886646	0.196146058282	
1	3599.99991953	-13680.9665895	-2794.67080307	0.239098409108	0.198942781371	
1	3599.99991953	-13750.7809049	-2820.24791412	0.240055584608	0.200758477207	
1	3599.99991953	-13776.4365472	-2834.17652202	0.240787312182	0.201746129614	
1	3599.99991953	-13779.0708739	-2836.27377833	0.240799517668	0.201791718838	
1	3599.99991953	-13775.6434483	-2835.60544042	0.240802655378	0.20174415365	
1	3599.99991953	-13774.9696453	-2835.1517706	0.240776059046	0.20171200453	
1	3599.99991953	-13772.5573419	-2834.45393313	0.240759054958	0.201662437462	
1	3599.99991953	-13769.8842786	-2833.87073622	0.240756261619	0.201620958289	
1	3599.99991953	-13767.4025638	-2832.42955269	0.24075843381	0.20158611784	
1	3599.99991953	-13763.2938531	-2831.35838222	0.240739345376	0.201509979059	
1	3599.99991953	-13759.9618014	-2830.67291892	0.240739345376	0.201461194103	
1	3599.99991953	-13755.7887469	-2829.36395922	0.240701253125	0.201368228339	
1	3599.99991953	-13753.9932694	-2828.73673839	0.240679441309	0.201323699542	
1	3599.99991953	-13749.7456068	-2826.18426482	0.24061887188	0.201213526571	
1	3599.99991953	-13745.9012869	-2825.35908891	0.2406159105	0.201154793152	
1	3599.99991953	-13743.5602193	-2824.70583307	0.240601348006	0.201108362268	
1	3599.99991953	-13738.2443937	-2822.99086996	0.240548652237	0.200986547138	
1	3599.99991953	-13734.1958596	-2822.15896054	0.240548652237	0.200927318252	
1	3599.99991953	-13729.7315134	-2818.99199539	0.240473177412	0.200796601987	
1	3599.99991953	-13723.7169845	-2817.41587846	0.240444257811	0.20068450235	
1	3599.99991953	-13718.5820814	-2815.69877646	0.240388049851	0.200562517811	
1	3599.99991953	-13717.9255389	-2815.64420936	0.240394848948	0.200558591717	
1	3599.99991953	-13712.6962716	-2814.32068114	0.240373625597	0.200464439225	
1	3599.99991953	-13707.1163917	-2810.74972825	0.240244797569	0.200275641392	
